"","predictions"
"241",-0.0381638386876795
"242",0.0762877664048537
"243",0.0573754141947451
"244",0.137624016933741
"245",0.0095143276576199
"246",-0.043954603451208
"247",-0.0562140321219247
"248",0.0551445970095767
"249",5.35077229535432
"250",-0.0592054104974726
"251",1.90496009112714
"252",0.255962027705355
"253",8.31841353021512
"254",0.434832709624955
"255",1.49665353646125
"256",1.869223153585
"257",0.0473239620448959
"258",8.95655050561697
"259",6.52484215958593
"260",8.20688985587616
"261",0.154673118899792
"262",0.065519333459658
"263",9.76932809255024
"264",0.139928591346077
"265",-0.00145533209442601
"266",-0.100063104692998
"267",-0.0732790612054164
"268",-0.0954368447404888
"269",0.00992367906684092
"270",-0.0551391845759509
"271",1.74308843838824
"272",4.03271727058097
"273",0.360540763026123
"274",0.0566552657727299
"275",0.677541785039332
"276",-0.0119372897812514
"277",9.29737017016139
"278",0.779109829548638
"279",1.41961343385478
"280",9.38771241759602
"281",-0.0243721806584881
"282",0.314052301111679
"283",0.0992463200954449
"284",0.0571692007555854
"285",-0.136781280769543
"286",3.73651386639092
"287",0.508999830178977
"288",-0.0107880651129072
"289",0.0580575006007404
"290",-0.0588083620307791
"291",-0.0399390130296939
"292",0.0203812345708487
"293",0.0603475554799573
"294",9.68345427197023
"295",0.0981562944807068
"296",-0.0262464955075825
"297",-0.07789027118596
"298",-0.0272464961963845
"299",0.228365871410523
"300",-0.0420173056644488
"301",-0.0608133107437998
"302",0.0735822056561452
"303",8.02774478937414
"304",0.0418336180237731
"305",8.18342612878338
"306",5.43864847862076
"307",1.48480937221886
"308",-0.00158451891435598
"309",4.48672798565178
"310",-0.0193842867919375
"311",0.0443669489965241
"312",0.150226349521927
"313",6.93302057076922
"314",-0.0134000780435814
"315",-0.0127027500346577
"316",0.030924561440841
"317",6.3871247175044
"318",0.102381427731578
"319",-0.0166061004666962
"320",-0.0728259706793508
"321",6.63106426151493
"322",0.0163763404550552
"323",0.57633855893421
"324",0.0733779436135202
"325",-0.0512690452036278
"326",0.137656385929792
"327",0.301360010256867
"328",7.56190748898135
"329",0.00160322264264868
"330",3.45239522117198
"331",-0.10803629997078
"332",0.153867285645886
"333",-0.029154275208413
"334",0.0320918239638116
"335",2.97477066123363
"336",0.435064101149754
"337",9.68949042543079
"338",0.0812426783560374
"339",0.0247576154752229
"340",0.0521868541456943
"341",-0.0490771360617806
"342",0.0343852045990097
"343",0.346337647372823
"344",7.49400367711404
"345",-0.0794300599423117
"346",-0.0248083404744337
"347",0.076428951120913
"348",-0.00278284971680335
"349",9.6964927008723
"350",-0.00788997215822782
"351",-0.0561764267172209
"352",-0.055488471008011
"353",2.11942555297402
"354",3.13769279989222
"355",3.64301540715029
"356",8.25629795161137
"357",-0.00575345639987609
"358",0.0483734880913799
"359",5.75040290248441
"360",0.0588669604405154
"361",2.84406450117822
"362",-0.0464410391789058
"363",3.68260674105425
"364",0.032251268905556
"365",0.0337220812365923
"366",-0.0452914500557217
"367",2.73810274910148
"368",7.42060657720841
"369",9.54192184782243
"370",0.0575146873109571
"371",-0.016548994117438
"372",8.80161833904954
"373",0.0294142437200196
"374",0.156947822168069
"375",0.435941935344979
"376",0.0754926526708973
"377",-0.00224829410468474
"378",8.49832726133093
"379",-0.0207647847982524
"380",9.45107991415907
"381",9.73994941015348
"382",-0.0187258721069674
"383",0.0353721121465476
"384",1.5198626632774
"385",0.00381487424362505
"386",1.91574786131065
"387",5.7592991435395
"388",0.00155914162081487
"389",5.74489448161314
"390",1.69626356584285
"391",-0.0773133115697522
"392",-0.028983342864492
"393",8.23416746312752
"394",3.10227626339714
"395",1.16712127666164
"396",0.0674296213188951
"397",0.541243524553748
"398",3.95899487199018
"399",0.072939735991568
"400",7.22545841946902
"401",0.124909763921529
"402",-0.0185232175948971
"403",0.0123368348524131
"404",0.0143665803708533
"405",5.63442343081948
"406",-0.0228081293511784
"407",3.85174482002624
"408",0.0554958744785609
"409",0.0659877618218518
"410",-0.0601144289915945
"411",0.0268209067338922
"412",2.98875717373436
"413",-0.0876875911449998
"414",8.39881511463486
"415",6.74192784274021
"416",1.39674006566531
"417",0.814910480775419
"418",-0.0544022969495784
"419",0.94469279043854
"420",2.67007412152303
"421",8.25594071842685
"422",0.858585583591647
"423",-0.096084173100604
"424",0.00925801464563344
"425",0.126636671969891
"426",-0.00369514237122628
"427",0.0780757233799897
"428",0.0405382825643952
"429",0.0480288403107849
"430",1.02097202592076
"431",9.70204288724438
"432",1.55398353341782
"433",6.88423167681956
"434",0.000237683993904576
"435",0.00244932125179012
"436",5.66768579867562
"437",2.68925144053471
"438",-0.0229366948770898
"439",-0.0439135345632935
"440",0.00594646394390158
"441",-0.00546177921032103
"442",-0.0393031103695817
"443",2.31987777218212
"444",7.56602747562123
"445",-0.0254235592913352
"446",-0.0437470372749613
"447",-0.110374848482971
"448",-0.0149546237555428
"449",0.0177714483800821
"450",0.00513213854080666
"451",4.17528010015092
"452",9.08945755845357
"453",7.48365252908163
"454",-0.0298632324462529
"455",0.0527799041036292
"456",-0.042500317662841
"457",6.44897310661787
"458",2.22852053416092
"459",-0.0185109455178157
"460",9.52267784185098
"461",-0.00206600228702492
"462",0.116418745506377
"463",0.0259221867409149
"464",0.0748653185031087
"465",0.0414742532363024
"466",0.118284066840812
"467",9.59831349924947
"468",1.03815607068273
"469",0.0116222682951812
"470",-0.0319312132583753
"471",-0.0777853245418247
"472",0.0420070493107078
"473",9.05595216920282
"474",-0.0709049463085517
"475",9.05739927669105
"476",0.608967284576697
"477",-0.0580393354668912
"478",-0.0315155456166316
"479",0.0129104160250546
"480",-0.0191004039308014
"481",-0.0545121807524758
"482",9.48076391464534
"483",0.133363995541275
"484",8.15290095764295
"485",-0.00334405540543624
"486",0.131401767260542
"487",0.0469642512378727
"488",7.31612660568056
"489",8.37729827240092
"490",0.13304414675682
"491",4.43432420771602
"492",0.00546520578389721
"493",0.125877133334043
"494",0.0836553799158063
"495",7.23076894826523
"496",8.98776990847499
"497",0.0809846267151094
"498",4.60392449114937
"499",-0.0237211450503876
"500",0.00576609454255634
"501",5.4974317333818
"502",-0.0996707979156994
"503",8.44852442952606
"504",8.57146728005623
"505",0.0389918403722809
"506",0.0257007491453702
"507",4.85640276859287
"508",-0.0357732593249912
"509",0.618852917927377
"510",0.0167177176271201
"511",0.0777567269861372
"512",7.97635555620562
"513",-0.161692345318515
"514",0.00397716336186814
"515",0.0400877957234505
"516",-0.00674756014684572
"517",0.0933903219079533
"518",2.82158231638385
"519",0.056201477157857
"520",-0.0760871528366814
"521",-0.00386779365113858
"522",-0.0459815463430148
"523",3.94800445968243
"524",-0.0334191847555619
"525",0.170464338740636
"526",8.49478764082127
"527",0.0750175829628644
"528",-0.0290690573314739
"529",0.393198083104295
"530",0.0301060787899798
"531",0.0538116958340634
"532",-0.00930313786863086
"533",9.72681233658067
"534",3.790319436644
"535",0.0769413506004768
"536",8.91626452692595
"537",9.67608626075216
"538",0.411140433313061
"539",0.0208056346028737
"540",-0.0214265667788439
"541",0.046032060397737
"542",8.38048174690132
"543",-0.0472530388801832
"544",-0.108269410682593
"545",-0.117062139584906
"546",-0.00457402425532692
"547",0.126596723435257
"548",9.39348101451844
"549",0.0817620428079567
"550",-0.0229470896167912
"551",0.119231519342122
"552",0.0478832333596383
"553",-0.0579610414688584
"554",-0.027995617226934
"555",0.138992120740318
"556",0.0102786405442005
"557",1.52970803398019
"558",3.35842852999605
"559",0.130335426855328
"560",-0.00237876757089687
"561",6.07189452896742
"562",0.00692319903759044
"563",0.0873681182024604
"564",0.0990981263983652
"565",-0.0286914552489111
"566",-0.0635604537224038
"567",0.0718844059498056
"568",9.66091664191187
"569",1.09221629058349
"570",2.69986240248804
"571",0.758561090835952
"572",0.0385044855358935
"573",1.97781446215835
"574",8.46159644792887
"575",0.197778666216084
"576",8.34708151632839
"577",0.00888313454231179
"578",-0.0304069205475205
"579",0.0971842324744446
"580",9.18617179298333
"581",0.0400723374666065
"582",0.126734970899008
"583",0.23805671734431
"584",3.08388684950508
"585",1.85507920173245
"586",-0.00966505926216725
"587",1.72954961484907
"588",0.0240758335351811
"589",3.19594487756361
"590",-0.0436564686891904
"591",0.715885466664684
"592",-0.0450041932224244
"593",7.54344817035119
"594",-0.00868427865394184
"595",9.57575742096196
"596",7.64182984635116
"597",1.29864407706263
"598",1.55536174814722
"599",0.0168168609536246
"600",-0.0210988820628617
"601",0.0136655108526859
"602",-0.0469219845627041
"603",-0.0719750005036182
"604",0.0505774465982319
"605",-0.0334546323877038
"606",9.48134613822334
"607",-0.0289286640535114
"608",-0.0823837844160233
"609",5.77789562220493
"610",9.6024920389576
"611",0.0682672303662379
"612",8.16813666875298
"613",0.374466524030701
"614",0.0953892606251928
"615",0.0116074793302512
"616",0.0333979924073296
"617",0.480306779640945
"618",8.60664095172537
"619",0.750664091543474
"620",2.62830260863669
"621",4.04607874077697
"622",1.91464082279246
"623",0.065686444546406
"624",0.0471321202226775
"625",0.0463799842436886
"626",-0.0240138351731516
"627",9.46699176413131
"628",0.0202243819533438
"629",-0.00262942917535199
"630",9.30152196296691
"631",9.38491449201685
"632",0.0207078616519631
"633",3.88846917443197
"634",0.0503165460810454
"635",0.0116357584570454
"636",1.45513161619293
"637",0.49428263354213
"638",1.44791550851999
"639",-0.0348213045161569
"640",0.045585185960329
"641",-0.0622540899220626
"642",8.8372215319953
"643",0.0355878847716719
"644",1.43685650993817
"645",0.0778478794570151
"646",0.0532521493413291
"647",1.7965946501443
"648",9.38445410791954
"649",-0.0376947001224923
"650",9.62800489257333
"651",0.313629820583834
"652",-0.0156057615188179
"653",0.0358550051192912
"654",-0.0468839498322661
"655",-0.0431813436158436
"656",-0.0792982576971577
"657",9.649611697502
"658",0.0139442191863284
"659",0.0660877757062546
"660",0.0336490272533224
"661",0.0463577352964463
"662",5.34221030150668
"663",5.53265395154723
"664",9.45887284762065
"665",0.347773132805943
"666",-0.0649239560939087
"667",0.167450376376073
"668",0.0512065195136837
"669",9.69382848132693
"670",-0.0286222790683881
"671",8.47241297185152
"672",1.46205075391148
"673",1.55302458937821
"674",-0.0652808737159209
"675",9.71400952044344
"676",-0.0789076853686111
"677",-0.043561773562417
"678",0.0522035823298477
"679",0.141457480848587
"680",0.224255926785788
"681",5.58397470044442
"682",6.97981475499371
"683",0.0195504653260512
"684",0.0712826639242207
"685",0.0379613165876678
"686",0.772201309247554
"687",7.62030779256002
"688",0.0330932292714382
"689",0.0386267222612674
"690",0.0148774798712504
"691",2.66841090380865
"692",1.44889503617364
"693",9.67755573110312
"694",7.91214761791508
"695",0.0914375042199252
"696",-0.0190848633217199
"697",0.301614925831768
"698",0.127758380618957
"699",-0.00581459780231952
"700",0.139514357919776
"701",0.047853113973512
"702",6.8977449757922
"703",5.52898242475457
"704",-0.0184791925202117
"705",9.09080467077231
"706",0.0176291793293434
"707",7.76506351422338
"708",-0.00733005053585219
"709",0.258446750984878
"710",-0.0488630270724958
"711",1.61096289532167
"712",0.0723437131231072
"713",-0.0760039518274405
"714",-0.0526495343666799
"715",0.0388343678515655
"716",0.153813854720278
"717",-0.00276044533903684
"718",0.0774774937962472
"719",0.295134305775389
"720",0.574469545286556
"721",0.0257081591713569
"722",-0.0314918672466821
"723",0.344995522337455
"724",0.0590226993806696
"725",7.64203009212684
"726",6.85997675703268
"727",0.079241421963037
"728",2.61133755085385
"729",-0.00437208170993262
"730",-0.0326345858852221
"731",0.0767937096532779
"732",7.25183112839429
"733",1.97625970964918
"734",9.69079733802254
"735",9.5971245211266
"736",0.496927336421568
"737",8.9894464177679
"738",0.684936406779256
"739",0.0985723841846795
"740",8.60905667390354
"741",0.0614148044728257
"742",0.0538217021728146
"743",9.69040334468135
"744",0.0380431862101332
"745",6.82625124198192
"746",0.75076589018334
"747",9.39752817664099
"748",1.45058074162795
"749",0.137295019613515
"750",0.0978899072794781
"751",0.0222074107532668
"752",2.15411162338612
"753",0.0993598881084774
"754",0.0390831588724211
"755",-0.0388812100602345
"756",0.0134146249114543
"757",0.066223165434888
"758",2.66700300604918
"759",0.0321087501594475
"760",0.929194729128956
"761",8.03574940742848
"762",0.12762703370832
"763",9.6797833010634
"764",7.4792007657153
"765",0.248029769362948
"766",0.710602767541976
"767",5.63447526920487
"768",0.0891873067985219
"769",-0.0596718178535393
"770",-0.0353718545332289
"771",0.0565913554554152
"772",9.59637326563483
"773",-0.0388655200497035
"774",0.0507381265731717
"775",0.430480428500004
"776",7.99981034947204
"777",0.00272898203941884
"778",9.69511480616142
"779",0.0623413236514626
"780",-0.0696786172004329
"781",9.26455738284626
"782",-0.0117499379919569
"783",3.09996538025763
"784",-0.0822868755338394
"785",-0.0241360984281558
"786",0.41410192186656
"787",0.0212328982371951
"788",2.80682102515942
"789",9.77249359903798
"790",-0.0169555393307475
"791",0.0726664824287166
"792",-0.0094849134160815
"793",0.0480234611151952
"794",9.74048036791309
"795",5.48496804233259
"796",0.212433066742548
"797",3.15160680393774
"798",0.39141349150374
"799",0.330775609561081
"800",-0.0883485529977603
"801",0.0614252565694114
"802",-0.0286708707533034
"803",0.0471389052525608
"804",0.120373829229245
"805",1.28405646983108
"806",0.0114512846689203
"807",9.66192280444293
"808",2.56638261129974
"809",1.99002702722834
"810",1.66472010304659
"811",9.59778454733127
"812",-0.0557198617407131
"813",0.0270099712947003
"814",9.55447342442705
"815",1.62019124439935
"816",9.66349334403297
"817",0.00357321428903401
"818",9.01964029743068
"819",0.0480937689203019
"820",9.08355733237013
"821",6.46605485556005
"822",-0.0341618257982876
"823",5.55189950707249
"824",1.88301404833926
"825",0.109022515931886
"826",0.0626822773453408
"827",0.0650573497294895
"828",5.45845924629093
"829",9.79809082690375
"830",0.00887185584245401
"831",7.47694204390718
"832",4.56054684007373
"833",1.52775874977023
"834",0.00689852553968874
"835",-0.0168989514673231
"836",9.49864026526277
"837",0.0430875045541302
"838",7.5312193478035
"839",8.54081351173958
"840",0.0876341483058272
"841",0.785770999127709
"842",0.0951169351957572
"843",-0.03892043219054
"844",0.00250369798463751
"845",0.818656039486547
"846",-0.0744017358356219
"847",0.0614123031359646
"848",0.547374574384101
"849",-0.00827723160797099
"850",0.017551983122263
"851",3.7062081918056
"852",-0.000120327028874215
"853",0.0736362029907205
"854",3.03070139709603
"855",8.49791797208987
"856",0.059303491632606
"857",3.13997769560407
"858",-0.00792196731993057
"859",0.0973402588455148
"860",8.14578522420364
"861",0.0513034729908955
"862",5.57031699807334
"863",0.0647002410418967
"864",0.388426309760847
"865",3.64866240240872
"866",0.0135719214357732
"867",0.0417785463033648
"868",9.71724852123785
"869",0.0185682228342301
"870",4.01202219004333
"871",9.77193833694324
"872",8.93252951774506
"873",-0.0649384409156073
"874",0.054140433240349
"875",8.28295961205506
"876",0.0919267690170182
"877",-0.0424543180900299
"878",-0.10662623655694
"879",1.99450504436765
"880",4.24120821143669
"881",2.53309543818357
"882",0.0307451795644486
"883",0.579682505923447
"884",3.58661962614524
"885",4.28978639359528
"886",-0.0582763768695114
"887",0.011664090170834
"888",9.51158725561127
"889",9.69215224212146
"890",0.0280654875067166
"891",0.0770723890068187
"892",-0.00115939301892243
"893",0.0469297237201714
"894",0.084621890454076
"895",0.770109862711565
"896",0.0213008326274055
"897",8.44868249217002
"898",-0.0300326561239113
"899",0.0264500120793648
"900",0.68238154046053
"901",9.3703648297447
"902",-0.0566404669477036
"903",0.0800612557978682
"904",1.86086825697777
"905",0.09155275786084
"906",-0.0881952238358656
"907",-0.037969960538864
"908",9.4914548924796
"909",0.247939979064013
"910",7.66407214057929
"911",1.58723878530092
"912",-0.0152390572212957
"913",0.00143640771843094
"914",7.48398425592115
"915",0.0627953072930492
"916",0.402604504202816
"917",0.0845680095012128
"918",3.74684647305086
"919",6.21094058312756
"920",9.74693022946825
"921",-0.0205750465395968
"922",7.05768331993543
"923",0.0630754243417553
"924",1.49176335022099
"925",2.45596660870367
"926",0.0113305013924098
"927",-0.103125731051186
"928",0.0364460093708638
"929",6.84355118217761
"930",5.68064972494643
"931",3.16523069073475
"932",-0.0384176692179472
"933",-0.0812453149188848
"934",0.0488082150674663
"935",4.43658267399781
"936",0.0601398256321827
"937",1.04214945121951
"938",9.73495745288971
"939",0.0409229484444267
"940",0.484449675460453
"941",0.00482084402974849
"942",-0.011339367364628
"943",-0.016595440446926
"944",9.64544641135296
"945",0.0715067976054299
"946",-0.0845680830075951
"947",0.0637570779045467
"948",-0.0111576292432539
"949",0.0955736848954863
"950",0.0478775079837814
"951",5.36300804190436
"952",0.453462124540226
"953",8.58865752438923
"954",0.0951954257880301
"955",0.381155268110953
"956",9.72923718323076
"957",0.211119844250059
"958",3.97481407842357
"959",0.0759997410724059
"960",8.73111152842598
"961",0.527438103956699
"962",3.41172348003521
"963",9.34853590421869
"964",9.69457472988818
"965",9.43531651880617
"966",0.00816502211719195
"967",-0.0739378052886959
"968",-0.0645211584687345
"969",0.00663795969033165
"970",0.0333229553944474
"971",-0.0726539034783035
"972",0.12857027621694
"973",0.0172962784537334
"974",-0.00793867357998098
"975",0.00972267025028339
"976",0.012898638389748
"977",0.079548783653953
"978",-0.1186751123982
"979",3.82610786772005
"980",9.75341586804043
"981",0.0071685359630423
"982",3.39721895119245
"983",6.82275641910336
"984",0.0117476392603959
"985",1.80155106344689
"986",0.0902784124498937
"987",9.72004053151729
"988",8.41929676992773
"989",7.59237846055909
"990",3.07852657097518
"991",9.43512762504589
"992",0.0408698547901586
"993",7.34693096503818
"994",1.54029725890038
"995",-0.0641598412302486
"996",3.20234309935454
"997",0.0818699998822024
"998",0.0142592400723779
"999",0.0246068583115771
"1000",0.0998410698142475
"1001",0.0556173656943654
"1002",-0.0267790424683662
"1003",0.548345106445286
"1004",0.371710542932838
"1005",-0.0711074686812123
"1006",0.0165898173055626
"1007",9.22739890510429
"1008",6.66729766607693
"1009",8.94000113966351
"1010",-0.00574252259941368
"1011",9.48779065699578
"1012",-0.00231199931146627
"1013",8.38446485697283
"1014",2.464199054038
"1015",0.0425764584481623
"1016",0.308449764561873
"1017",-0.0817930354132264
"1018",3.64404445858908
"1019",0.0103681080172801
"1020",-0.0688083729594166
"1021",0.116013417251568
"1022",9.76268652423062
"1023",4.27612846557637
"1024",2.95513491119687
"1025",0.562454132698184
"1026",0.0737024662355437
"1027",-0.0641638814033794
"1028",9.41038733074556
"1029",9.37243053868425
"1030",9.76359747543315
"1031",-0.00852154948366585
"1032",0.055813452032036
"1033",3.19946509467149
"1034",-0.0185534835188318
"1035",6.92592313329167
"1036",5.49445062562897
"1037",-0.0295678129538219
"1038",0.0146655977888641
"1039",0.512966711971619
"1040",-0.0011084726126038
"1041",0.00493016759939747
"1042",-0.0239434953695953
"1043",9.62834311217673
"1044",0.0947325944478996
"1045",0.444477864198784
"1046",2.49533493781285
"1047",-0.0191136033642725
"1048",2.83885732116574
"1049",7.99269293807563
"1050",0.130315405995264
"1051",-0.0344772720124278
"1052",0.0756094786062356
"1053",-0.0434117483637323
"1054",-0.0527628759075453
"1055",-0.0227519218626396
"1056",0.104181348409765
"1057",0.0655765335357518
"1058",0.0314115152712534
"1059",-0.0129832661577169
"1060",0.0737109806012514
"1061",0.0511687883724093
"1062",-0.000387995679533473
"1063",-0.0174917190315212
"1064",-0.07944399850701
"1065",2.25723060790627
"1066",2.53629933050156
"1067",0.00789162100265046
"1068",9.53493303588828
"1069",0.288578929184885
"1070",-0.00635919453740301
"1071",0.0802680558350728
"1072",-0.0250280975918234
"1073",2.85502123909208
"1074",0.0679962266184009
"1075",-0.0625907227583421
"1076",0.0257520018378709
"1077",9.74318398679343
"1078",0.0709880444707363
"1079",0.0476848952198048
"1080",7.95800760509201
"1081",0.496149012652296
"1082",-0.0934479592868729
"1083",-0.144384725326516
"1084",0.900980057833571
"1085",0.108913912086902
"1086",0.0684279159355034
"1087",-0.00161034670873659
"1088",0.212039462545652
"1089",-0.0796016192191712
"1090",9.56473214614681
"1091",0.263895988251892
"1092",0.587515796081347
"1093",7.16253701961863
"1094",2.7395007024821
"1095",6.8557983542245
"1096",1.43447798636973
"1097",9.71915836831954
"1098",-0.0544932335419377
"1099",7.57245477434595
"1100",1.19970047665622
"1101",0.0596339206142792
"1102",0.0983233607102204
"1103",9.48216314399697
"1104",0.00602635959394207
"1105",0.159248043280196
"1106",5.65375096690855
"1107",0.085253496647356
"1108",-0.0201382502762536
"1109",-0.0438024580013991
"1110",-0.0012366583385981
"1111",8.34807196229153
"1112",0.0414349930901744
"1113",0.0309619097122856
"1114",5.65162411315464
"1115",0.000599767276778513
"1116",0.0450402902672258
"1117",3.12754662355552
"1118",-0.00641954189337479
"1119",9.77136355493213
"1120",9.73575598456575
"1121",0.0821201177331296
"1122",0.104411654503927
"1123",0.0314907867831358
"1124",6.9258248135231
"1125",9.49209965618424
"1126",0.0889610126851201
"1127",7.07384936708846
"1128",3.68110316129042
"1129",0.015109452971535
"1130",0.0529933162578113
"1131",6.72915481677359
"1132",-0.0295582022360971
"1133",0.0195641877105631
"1134",8.33976304600827
"1135",0.0272181713527748
"1136",-0.0404019671538339
"1137",0.0646700440542645
"1138",0.132353719331699
"1139",6.75075692198789
"1140",0.738002728157354
"1141",0.0248362372185696
"1142",9.71589708527712
"1143",-0.0104078912660604
"1144",0.231495405426619
"1145",1.42347772329434
"1146",9.44505637776823
"1147",1.89872932063955
"1148",-0.0549113078107565
"1149",3.60823946295368
"1150",4.26576753719768
"1151",9.11867298292741
"1152",7.90603079663693
"1153",-0.171392775101137
"1154",6.78172546012881
"1155",8.91631107308134
"1156",0.204180656365001
"1157",3.64525294432808
"1158",0.0932550373168818
"1159",-0.0249168139822689
"1160",8.32825742320011
"1161",0.138695745917697
"1162",9.46889073512382
"1163",-0.00691836232189811
"1164",0.215020839213521
"1165",-0.00785867996041844
"1166",0.105395572542728
"1167",9.08367036732835
"1168",0.0575461914984798
"1169",6.20258600036727
"1170",8.23299962264904
"1171",-0.0376527959954088
"1172",1.81969641874166
"1173",6.68624948332551
"1174",-0.0174272726733945
"1175",1.68232038125442
"1176",7.47018351675914
"1177",-0.0268905906625664
"1178",0.0408956810077256
"1179",0.0414873310574202
"1180",8.45543956705321
"1181",0.0910281781892947
"1182",7.98240902834857
